"","",納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
北投區,關渡里,3580,3715385,1038,640,378,1180,1656.31,159.60
北投區,桃源里,2064,2010743,974,620,377,1195,1399.24,143.63
北投區,文化里,1399,1550433,1108,799,411,1551,1025.45,92.53
北投區,永和里,3195,5179434,1621,817,414,1655,3765.69,232.29
北投區,立農里,2913,2923953,1004,704,398,1291,1068.56,106.46
北投區,清江里,2604,2411984,926,626,361,1091,1617.02,174.58
北投區,八仙里,1794,1924059,1072,670,371,1291,1636.25,152.56
北投區,洲美里,636,502730,790,552,325,974,761.66,96.36
北投區,中和里,1712,1880879,1099,670,364,1254,2089.53,190.19
北投區,開明里,2168,3274050,1510,681,385,1304,10476.66,693.74
北投區,長安里,2029,1981030,976,628,371,1171,1380.60,141.40
北投區,大同里,1994,2149139,1078,662,373,1257,1539.45,142.83
北投區,福興里,2328,2365014,1016,713,401,1263,1136.56,111.88
北投區,石牌里,1931,1936007,1003,669,401,1250,1029.44,102.68
北投區,奇岩里,3230,4387662,1358,695,379,1343,5251.55,386.60
北投區,稻香里,1593,1446337,908,653,366,1112,1072.76,118.15
北投區,中央里,2907,3258885,1121,659,374,1284,2136.56,190.59
北投區,溫泉里,2273,2467110,1085,662,367,1261,1926.21,177.47
北投區,立賢里,1800,1780625,989,679,374,1248,1110.83,112.29
